Instances,Source,feature_n_tours,feature_n_legs,feature_n_position_used,feature_drive_min,feature_drive_max,feature_drive_mean,feature_drive_median,feature_drive_std,feature_drive_first_quantile,feature_drive_third_quartile,feature_diff_min,feature_diff_max,feature_diff_mean,feature_diff_median,feature_diff_std,feature_diff_first_quantile,feature_diff_third_quartile,feature_max_active_buses,feature_average_distance,feature_huge,feature_large,feature_medium,feature_small,feature_tiny,feature_max_num_legs_per_tour,feature_min_num_legs_per_tour,feature_mean_num_legs_per_tour,feature_median_num_legs_per_tour,feature_std_num_legs_per_tour,feature_1st_quantile_num_legs_per_tour,feature_3rd_quantile_num_legs_per_tour,feature_max_total_time_per_tour,feature_min_total_time_per_tour,feature_mean_total_time_per_tour,feature_median_total_time_per_tour,feature_std_total_time_per_tour,feature_1st_quantile_total_time_per_tour,feature_3rd_quantile_total_time_per_tour,feature_max_number_breaks_per_tour,feature_min_number_breaks_per_tour,feature_mean_number_breaks_per_tour,feature_median_number_breaks_per_tour,feature_std_number_breaks_per_tour,feature_1st_quantile_number_breaks_per_tour,feature_3rd_quantile_number_breaks_per_tour,feature_max_number_of_proper_breaks_per_tour,feature_min_number_of_proper_breaks_per_tour,feature_mean_number_of_proper_breaks_per_tour,feature_median_number_of_proper_breaks_per_tour,feature_std_number_of_proper_breaks_per_tour,feature_1st_quantile_number_of_proper_breaks_per_tour,feature_3rd_quantile_number_of_proper_breaks_per_tour,feature_max_proportion_of_large_legs_per_tour,feature_min_proportion_of_large_legs_per_tour,feature_mean_proportion_of_large_legs_per_tour,feature_median_proportion_of_large_legs_per_tour,feature_std_proportion_of_large_legs_per_tour,feature_1st_quantile_proportion_of_large_legs_per_tour,feature_3rd_quantile_proportion_of_large_legs_per_tour,feature_min_max_rro,feature_max_max_rro,feature_mean_max_rro,feature_median_max_rro,feature_std_max_rro,feature_min_min_rro,feature_max_min_rro,feature_mean_min_rro,feature_median_min_rro,feature_std_min_rro,feature_min_mean_rro,feature_max_mean_rro,feature_mean_mean_rro,feature_median_mean_rro,feature_std_mean_rro,feature_min_median_rro,feature_max_median_rro,feature_mean_median_rro,feature_median_median_rro,feature_std_median_rro,feature_min_std_rro,feature_max_std_rro,feature_mean_std_rro,feature_median_std_rro,feature_std_std_rro,algo_CMSA,algo_LNS
legPeriodMax_50_4,legPeriodMax,115,227,63,21,49,32.6431718061674,32.0,8.81980573479697,24,39,0,48,14.2347826086957,12.0,12.8978127129691,0,24,227,184.422589406971,1.0,0.0,0.0,0.0,0,4,1,1.97391304347826,2.0,0.79630526771778,1.0,2.0,161,26,83.3304347826087,77.0,39.9560022675226,47.5,95.5,3,0,0.973913043478261,1.0,0.79630526771778,0.0,1.0,3,0,0.591304347826087,0.0,0.708895677293524,0.0,1.0,0,0,0.0,0,0.0,0,0,1,15,1.33333333333333,1.0,1.76383420737639,0,2,0.619047619047619,1.0,0.547101204432193,0.133333333333333,6.76470588235294,0.870506317004916,1.0,0.855043347259872,0.0,4.0,0.761904761904762,1.0,0.665815783529027,0.0,4.91730930447209,0.273550301590792,0.0,0.636871252547599,46553.8,46053.2
legPeriodMax_50_5,legPeriodMax,159,299,40,18,59,35.6588628762542,34.0,12.7333344440806,24,46,0,37,13.8867924528302,13.0,12.5547761500176,0,26,299,212.760261748959,1.0,0.0,0.0,0.0,0,4,1,1.88050314465409,2.0,0.771870063316488,1.0,2.0,167,30,86.3710691823899,76.0,41.3303235046039,54.0,131.0,3,0,0.880503144654088,1.0,0.771870063316488,0.0,1.0,2,0,0.641509433962264,1.0,0.702940981516874,0.0,1.0,0,0,0.0,0,0.0,0,0,1,25,2.025,1.0,3.73823153376032,0,2,0.15,0.0,0.476969600708473,0.181818181818182,9.35294117647059,0.743184417706477,0.379807692307692,1.42401051587065,0.0,8.0,0.4875,0.0,1.30617523709493,0.0,5.66663274296108,0.64345475560204,0.476225106855933,0.834063124629333,61603.8,60868.0
legRegularity_100_1,legRegularity,228,384,50,20,58,35.4088541666667,33.0,12.1048812786578,24,46,0,56,17.6271929824561,16.0,18.1998302724287,0,33,384,226.896404414382,1.0,0.0,0.0,0.0,0,3,1,1.68421052631579,2.0,0.698567324282966,1.0,2.0,169,20,80.9561403508772,72.0,41.9343451648092,48.75,120.75,2,0,0.68421052631579,1.0,0.698567324282967,0.0,1.0,2,0,0.662280701754386,1.0,0.678606719021601,0.0,1.0,0,0,0.0,0,0.0,0,0,1,37,2.08,1.0,5.01533647924045,0,2,0.34,0.0,0.551724568965349,0.166666666666667,14.25,0.93061433011433,0.5,1.95016831795415,0.0,10.5,0.68,0.0,1.51907866814066,0.0,10.7441844734722,0.607987071673758,0.471404520791032,1.47618704417404,71069.8,70289.4
legRegularity_100_2,legRegularity,314,670,94,25,42,31.7835820895522,31.0,5.61602443479518,26,37,0,40,14.9968152866242,14.0,12.3879688931274,2,25,670,143.13678393028,1.0,0.0,0.0,0.0,0,4,1,2.13375796178344,2.0,0.778660792203891,2.0,3.0,194,25,88.8885350318471,82.0,40.1360385227507,66.0,110.0,3,0,1.10509554140127,1.0,0.764523595745389,1.0,1.0,3,0,0.687898089171974,1.0,0.703526179438679,0.0,1.0,0,0,0.0,0,0.0,0,0,1,45,1.82978723404255,1.0,4.50446184915305,0,5,0.319148936170213,0.0,0.702772109145266,0.125,16.5263157894737,0.777634683939852,0.5,1.67616179362742,0.0,11.0,0.579787234042553,0.0,1.20571156594874,0.0,11.4541117464549,0.533817404142024,0.484122918275927,1.1612199942855,100835.6,99366.4
legRegularity_100_3,legRegularity,314,589,11,23,49,33.3497453310696,32.0,8.69575862714274,24,41,0,30,13.859872611465,15.0,10.9680825877891,0,23,589,157.933884297521,1.0,0.0,0.0,0.0,0,4,1,1.87579617834395,2.0,0.74900369271796,1.0,2.0,186,28,80.7133757961783,76.0,38.5307472482491,47.0,92.75,3,0,0.875796178343949,1.0,0.74900369271796,0.0,1.0,3,0,0.719745222929936,1.0,0.730015224555129,0.0,1.0,0,0,0.0,0,0.0,0,0,3,52,8.90909090909091,5.0,13.6478739300272,0,4,0.363636363636364,0.0,1.14991914915214,0.8125,17.4444444444444,3.06038324420677,1.58823529411765,4.56858723606324,0.5,12.5,2.45454545454545,1.0,3.25055621432384,0.949917759598166,13.5860313157883,2.41649756287122,1.37997137204158,3.53937981374532,94185.0,93184.8
legRegularity_100_4,legRegularity,251,379,15,27,58,39.6068601583113,38.0,10.370500857267,30,49,0,56,10.3705179282869,0.0,14.3224869627966,0,20,379,253.351111111111,1.0,0.0,0.0,0.0,0,3,1,1.50996015936255,1.0,0.652073308767004,1.0,2.0,177,27,72.2549800796813,56.0,39.3081442487746,40.0,91.5,2,0,0.50996015936255,0.0,0.652073308767004,0.0,1.0,2,0,0.390438247011952,0.0,0.570653681905781,0.0,1.0,0,0,0.0,0,0.0,0,0,1,43,4.86666666666667,2.0,10.2167618266368,0,0,0.0,0.0,0.0,0.285714285714286,14.7647058823529,1.59864612511671,0.647058823529412,3.52488657906885,0.0,6.0,0.833333333333333,0.5,1.45678489222748,0.451753951452626,13.9475041484962,1.59224101008565,0.72522517681988,3.30663780433899,78242.8,77264.6
legRegularity_100_5,legRegularity,350,680,64,15,45,27.1411764705882,26.0,9.46032326419007,18,35,0,52,19.3657142857143,20.0,16.1336550257465,0,31,680,185.149922031633,1.0,0.0,0.0,0.0,0,5,1,1.94285714285714,2.0,0.805085874491735,1.0,2.0,173,16,80.2257142857143,70.0,44.710726375907,41.0,117.25,4,0,0.942857142857143,1.0,0.805085874491735,0.0,1.0,3,0,0.868571428571429,1.0,0.792742591467452,0.0,1.0,0,0,0.0,0,0.0,0,0,1,55,2.375,1.0,6.65793699279289,0,1,0.15625,0.0,0.363092188706945,0.1875,19.4444444444444,0.875966749780362,0.5,2.35399413770577,0.0,13.5,0.6015625,0.0,1.69138369644317,0.0,15.635508811755,0.762622914543832,0.5,1.88948070779965,119767.2,118789.2
legRegularity_150_1,legRegularity,295,512,51,20,58,37.0859375,36.0,12.7276319378781,25,49,0,56,18.9525423728814,17.0,18.6399730480292,0,35,512,244.89569241723,1.0,0.0,0.0,0.0,0,3,1,1.73559322033898,2.0,0.711589939016825,1.0,2.0,164,20,87.7118644067797,83.0,43.2909944240012,50.0,134.5,2,0,0.735593220338983,1.0,0.711589939016825,0.0,1.0,2,0,0.698305084745763,1.0,0.703861389817512,0.0,1.0,0,0,0.0,0,0.0,0,0,1,42,2.3921568627451,1.0,5.64671839932508,0,2,0.176470588235294,0.0,0.473032865953522,0.2,18.4375,0.942057778822485,0.5,2.50252256032889,0.0,17.0,0.784313725490196,0.0,2.36032338670183,0.0,11.8267110284305,0.74397868645065,0.494871659305394,1.59112144299678,106357.2,105312.0
legRegularity_150_2,legRegularity,479,1017,97,25,42,31.6411012782694,31.0,5.70669550748167,26,37,0,40,13.4613778705637,9.0,12.9467381283512,0,24,1017,149.741098947816,1.0,0.0,0.0,0.0,0,4,1,2.1231732776618,2.0,0.927128568935302,1.0,3.0,193,25,87.8225469728601,82.0,46.0457682018208,42.0,116.5,3,0,1.10438413361169,1.0,0.919268104671321,0.0,2.0,3,0,0.657620041753653,1.0,0.730844003825838,0.0,1.0,0,0,0.0,0,0.0,0,0,1,65,2.31958762886598,2.0,6.43531876949399,0,3,0.134020618556701,0.0,0.445570779071635,0.142857142857143,26.6111111111111,0.836663375014369,0.5,2.64898474598272,0.0,20.0,0.520618556701031,0.0,2.04576193273529,0.0,18.2334822933857,0.746163322550722,0.59947894041409,1.80111902687208,169018.0,165122.6
legRegularity_150_3,legRegularity,431,820,11,23,49,33.9012195121951,34.0,8.9201743653312,24,42,0,30,13.9118329466357,16.0,10.6971221114042,0,23,820,114.181818181818,1.0,0.0,0.0,0.0,0,4,1,1.90255220417633,2.0,0.770553169450297,1.0,2.0,186,30,82.9721577726218,79.0,39.9087028257909,46.0,93.0,3,0,0.902552204176334,1.0,0.770553169450297,0.0,1.0,3,0,0.756380510440835,1.0,0.735919573426928,0.0,1.0,0,0,0.0,0,0.0,0,0,4,69,11.2727272727273,5.0,18.2960050735917,0,6,0.545454545454545,0.0,1.72487872372821,1.1875,23.9444444444444,4.195955295994,2.16666666666667,6.26379424438872,1.0,17.5,3.45454545454545,2.0,4.4947168252119,1.21335164821342,16.8736224860718,2.88322706046727,1.45996160541069,4.43146443570864,138216.2,134247.2
legRegularity_150_4,legRegularity,382,575,15,27,58,39.3669565217391,38.0,10.3545471778818,30,49,0,55,11.2068062827225,0.0,15.835762289422,0,21,575,206.568888888889,1.0,0.0,0.0,0.0,0,3,1,1.50523560209424,1.0,0.633880942451889,1.0,2.0,181,27,72.3141361256545,55.0,40.0064884680183,40.0,91.75,2,0,0.505235602094241,0.0,0.633880942451889,0.0,1.0,2,0,0.379581151832461,0.0,0.555695717389809,0.0,1.0,0,0,0.0,0,0.0,0,0,2,68,7.46666666666667,3.0,16.1941004346919,0,1,0.066666666666667,0.0,0.249443825784929,0.529411764705882,22.4705882352941,2.40687908496732,1.0,5.36776716354618,0.0,11.0,1.43333333333333,1.0,2.58757715934338,0.655554777357089,20.9484455328364,2.29620335816215,0.949917759598166,4.98930044614451,113619.4,111741.2
legRegularity_150_5,legRegularity,563,1061,67,15,45,28.3713477851084,28.0,9.56350316626627,20,37,0,52,19.7992895204263,20.0,17.0119757063907,0,35,1061,170.717754511027,1.0,0.0,0.0,0.0,0,4,1,1.88454706927176,2.0,0.774247539946418,1.0,2.0,168,15,80.2362344582593,73.0,43.3004617029571,40.0,112.5,3,0,0.884547069271758,1.0,0.774247539946418,0.0,1.0,3,0,0.831261101243339,1.0,0.743198651476278,0.0,1.0,0,0,0.0,0,0.0,0,0,1,89,3.29850746268657,2.0,10.5844365121529,0,2,0.029850746268657,0.0,0.242508609093611,0.1875,31.2777777777778,1.022664641475,0.5,3.73392954891707,0.0,23.5,0.67910447761194,0.0,2.85037506374333,0.3903123748999,23.5013133334089,1.00837307666207,0.626783170528009,2.7757293182302,177153.8,173326.2
legRegularity_250_1,legRegularity,602,1033,53,20,58,37.674733785092,37.0,12.8782635240832,26,50,0,56,19.2591362126246,18.5,19.05977547387,0,35,1033,246.758276966892,1.0,0.0,0.0,0.0,0,3,1,1.71594684385382,2.0,0.689776927563549,1.0,2.0,170,20,87.9867109634552,79.5,42.0801697618829,53.0,134.0,2,0,0.715946843853821,1.0,0.689776927563549,0.0,1.0,2,0,0.697674418604651,1.0,0.683182828910157,0.0,1.0,0,0,0.0,0,0.0,0,0,1,72,3.33962264150943,2.0,9.56594469829343,0,5,0.09433962264151,0.0,0.680292693483772,0.25,37.625,1.35330746297727,0.6,5.03643127818862,0.0,32.0,1.11320754716981,0.5,4.30953474422021,0.433012701892219,21.9370548387882,1.11498686616478,0.695970545353753,2.89737651645536,204862.8,196875.2
legRegularity_250_2,legRegularity,819,1737,97,25,42,31.6649395509499,31.0,5.72920860276203,26,37,0,40,14.4859584859585,13.0,12.6658274506353,1,24,1737,130.841959825699,1.0,0.0,0.0,0.0,0,4,1,2.12087912087912,2.0,0.815773202693721,2.0,3.0,190,26,87.6202686202686,82.0,40.4983441308323,63.5,112.5,3,0,1.1013431013431,1.0,0.807919079372325,1.0,2.0,2,0,0.64957264957265,1.0,0.667057898415149,0.0,1.0,0,0,0.0,0,0.0,0,0,1,114,3.44329896907217,2.0,11.3200570762513,0,7,0.082474226804124,0.0,0.713205383770226,0.2,43.1052631578947,1.11982960926739,0.647058823529412,4.2952910857662,0.0,26.0,0.737113402061856,0.0,2.63314791764765,0.0,29.3399220334811,1.03177119057656,0.711805216802088,2.89791069007617,316775.2,294190.8
legRegularity_250_3,legRegularity,793,1450,11,23,49,34.0420689655172,34.0,8.52219956200007,25,41,0,30,12.7074401008827,15.0,10.7025663151128,0,22,1450,133.371900826446,1.0,0.0,0.0,0.0,0,4,1,1.82849936948298,2.0,0.75051551366666,1.0,2.0,183,27,79.2295081967213,78.0,38.527961538511,44.0,91.0,3,0,0.828499369482976,1.0,0.75051551366666,0.0,1.0,3,0,0.67843631778058,1.0,0.705769111774517,0.0,1.0,0,0,0.0,0,0.0,0,0,7,139,20.8181818181818,9.0,37.4064121431271,0,7,0.909090909090909,0.0,1.97505099840004,2.44444444444444,44.0555555555556,7.35018919848641,3.72222222222222,11.6327475542572,2.0,29.5,5.68181818181818,3.0,7.58968416899702,1.67405768592437,35.3639367815768,5.32679533439075,2.35440223337968,9.50658843121549,253445.2,238141.6
legRegularity_250_4,legRegularity,728,1056,15,27,58,39.4176136363636,37.5,10.1321211576724,31,48,0,56,10.8008241758242,0.0,16.0594756316168,0,20,1056,196.444444444444,1.0,0.0,0.0,0.0,0,3,1,1.45054945054945,1.0,0.611496745316494,1.0,2.0,181,27,69.4766483516484,54.0,39.5006538237371,36.75,93.0,2,0,0.450549450549451,0.0,0.611496745316494,0.0,1.0,2,0,0.364010989010989,0.0,0.552885895159259,0.0,1.0,0,0,0.0,0,0.0,0,0,2,131,12.7333333333333,4.0,31.6321917602236,0,2,0.133333333333333,0.0,0.498887651569859,0.866666666666667,42.8235294117647,4.28264239028945,1.625,10.3110628601447,0.5,21.0,2.66666666666667,1.0,4.92837588754033,0.759202798262025,38.5307139429705,3.79936301453329,1.40791413879619,9.28745573068338,207072.2,200370.4
legRegularity_250_5,legRegularity,928,1759,67,15,45,28.2211483797612,28.0,9.76631368774017,19,37,0,52,19.5808189655172,20.0,16.7456227739644,0,33,1759,174.1434617955,1.0,0.0,0.0,0.0,0,4,1,1.89547413793103,2.0,0.77185191496912,1.0,2.0,171,15,80.2553879310345,73.0,41.8791167953242,42.0,111.0,3,0,0.895474137931034,1.0,0.77185191496912,0.0,1.0,3,0,0.835129310344828,1.0,0.756989546119368,0.0,1.0,0,0,0.0,0,0.0,0,0,1,138,4.76119402985075,3.0,16.4244898621239,0,9,0.134328358208955,0.0,1.09128874092125,0.3,51.5555555555556,1.58783151749339,0.823529411764706,6.15651707003039,0.0,33.0,1.1865671641791,1.0,3.94063770588861,0.458257569495584,37.2517295977608,1.40426508340863,0.82915619758885,4.41777890992443,292358.4,282777.2
legRegularity_50_1,legRegularity,100,183,38,20,58,34.983606557377,33.0,11.9728634015007,25,46,0,56,20.65,19.5,18.6426258880019,0,36,183,224.599501601994,1.0,0.0,0.0,0.0,0,3,1,1.83,2.0,0.73559499726412,1.0,2.0,167,25,89.76,84.5,43.6955649923422,49.75,134.0,2,0,0.83,1.0,0.73559499726412,0.0,1.0,2,0,0.8,1.0,0.707106781186548,0.0,1.0,0,0,0.0,0,0.0,0,0,1,13,1.47368421052632,1.0,1.92950555577088,0,2,0.368421052631579,0.0,0.534152187636432,0.2,6.25,0.786957413931098,0.6,0.973527545822397,0.0,6.5,0.710526315789474,0.75,1.08598475168228,0.0,4.42295150323853,0.434328093513844,0.451753951452626,0.700981099429626,36431.2,36355.8
legRegularity_50_2,legRegularity,152,325,81,25,42,31.5292307692308,30.0,5.58486204159679,25,37,0,39,14.0065789473684,12.5,12.7926257080759,0,25,325,143.69603571049,1.0,0.0,0.0,0.0,0,5,1,2.13815789473684,2.0,0.896259347050013,2.0,3.0,186,26,88.5263157894737,81.5,44.692656197697,58.0,131.25,3,0,1.09210526315789,1.0,0.868720044223372,0.0,2.0,2,0,0.671052631578947,1.0,0.686105674972826,0.0,1.0,0,0,0.0,0,0.0,0,0,1,19,1.39506172839506,1.0,2.01033755746517,0,3,0.604938271604938,1.0,0.660695711617761,0.111111111111111,8.44444444444444,0.876869872240242,1.0,0.985637188494266,0.0,6.0,0.765432098765432,1.0,0.850150385219102,0.0,5.99279402673858,0.316999202711597,0.314269680527354,0.680832403285914,57636.2,57607.0
legRegularity_50_3,legRegularity,147,274,11,23,49,34.3759124087591,35.0,8.56667303807218,26,42,0,30,14.1428571428571,17.0,10.7456683251951,0,23,274,148.95867768595,1.0,0.0,0.0,0.0,0,4,1,1.86394557823129,2.0,0.734378869228196,1.0,2.0,181,28,82.1904761904762,80.0,40.1948203474831,45.0,94.5,3,0,0.863945578231292,1.0,0.734378869228196,0.0,1.0,3,0,0.761904761904762,1.0,0.712696645099798,0.0,1.0,0,0,0.0,0,0.0,0,0,2,20,4.45454545454545,3.0,4.99752004613991,0,1,0.090909090909091,0.0,0.287479787288034,0.4,8.16666666666667,1.47284823020117,0.764705882352941,2.13627105371489,0.0,5.5,1.09090909090909,1.0,1.45880059417102,0.611010092660779,5.56027577253743,1.25851979803114,0.826797284707684,1.37176546979797,47655.4,47469.0
legRegularity_50_4,legRegularity,139,194,15,27,58,40.9226804123711,40.0,10.0210706380564,32,49,0,55,9.1726618705036,0.0,15.7625948533726,0,13,194,232.533333333333,1.0,0.0,0.0,0.0,0,3,1,1.39568345323741,1.0,0.570481369830187,1.0,2.0,174,27,67.3669064748201,54.0,36.6325608759391,39.0,90.0,2,0,0.39568345323741,0.0,0.570481369830187,0.0,1.0,2,0,0.258992805755396,0.0,0.454207024968765,0.0,0.5,0,0,0.0,0,0.0,0,0,1,24,3.2,2.0,5.61189213486266,0,1,0.266666666666667,0.0,0.442216638714053,0.307692307692308,8.17647058823529,1.17337420749185,0.75,1.89101722327226,0.0,4.0,0.7,0.5,0.99666109251507,0.0,6.92170749180259,0.968193207376077,0.623609564462323,1.62230127808016,39735.0,39495.0
legRegularity_50_5,legRegularity,150,286,57,15,45,27.4335664335664,28.0,9.62809077833172,18,34,0,52,19.82,20.0,16.8949972871656,0,34,286,177.33704611272,1.0,0.0,0.0,0.0,0,4,1,1.90666666666667,2.0,0.76023388214125,1.0,2.0,163,16,78.7866666666667,74.0,41.4018657657948,42.0,107.75,3,0,0.906666666666667,1.0,0.76023388214125,0.0,1.0,3,0,0.833333333333333,1.0,0.752034278178565,0.0,1.0,0,0,0.0,0,0.0,0,0,1,21,1.52631578947368,1.0,2.64313253252415,0,2,0.456140350877193,0.0,0.532131610108881,0.1875,8.82352941176471,0.853561767609755,0.857142857142857,1.14314319434359,0.0,6.0,0.728070175438597,1.0,0.883921562362148,0.0,6.56403116920627,0.412567614494537,0.410325903324145,0.866644198581334,52557.6,52531.0
morningPeak_100_1,morningPeak,228,356,61,29,43,34.8707865168539,35.0,4.65436130491307,29,39,0,40,10.7850877192982,0.0,13.6803209440662,0,22,356,114.266966759003,1.0,0.0,0.0,0.0,0,3,1,1.56140350877193,1.0,0.737885643677652,1.0,2.0,175,29,69.469298245614,42.0,43.6380037718472,37.0,93.25,2,0,0.56140350877193,0.0,0.737885643677652,0.0,1.0,2,0,0.539473684210526,0.0,0.727422561267392,0.0,1.0,0,0,0.0,0,0.0,0,0,1,50,1.9672131147541,1.0,6.21465009794019,0,2,0.573770491803279,1.0,0.612948167076719,0.153846153846154,12.6666666666667,0.96183784339522,1.0,1.57945366220458,0.0,5.0,0.745901639344262,1.0,0.797655122996909,0.0,14.4990421139544,0.498004842271016,0.372677996249965,1.82538748425113,62022.8,61556.0
morningPeak_100_2,morningPeak,115,187,23,18,55,33.6363636363636,32.0,11.1942672320443,23,42,0,53,10.5478260869565,0.0,15.0490464688607,0,18,187,153.732638888889,1.0,0.0,0.0,0.0,0,3,1,1.62608695652174,1.0,0.727842189837968,1.0,2.0,154,20,69.2869565217391,54.0,41.5593374047259,32.0,87.0,2,0,0.626086956521739,0.0,0.727842189837968,0.0,1.0,2,0,0.4,0.0,0.60144752924489,0.0,1.0,0,0,0.0,0,0.0,0,0,1,25,2.39130434782609,1.0,4.85206482657491,0,2,0.217391304347826,0.0,0.507039295203939,0.214285714285714,7.1875,0.836035824079302,0.4,1.40974181905443,0.0,4.0,0.456521739130435,0.0,0.919747643535051,0.0,7.33330374047059,0.73737574820659,0.471404520791032,1.4247531383285,41789.4,41407.6
morningPeak_100_3,morningPeak,196,324,55,23,43,30.5123456790123,30.0,6.84505557726266,23,36,0,51,13.0510204081633,11.0,14.3643354044602,0,23,324,192.831037649219,1.0,0.0,0.0,0.0,0,3,1,1.6530612244898,2.0,0.679165767032397,1.0,2.0,164,23,66.6224489795918,67.0,36.4074211167153,36.0,81.0,2,0,0.653061224489796,1.0,0.679165767032397,0.0,1.0,2,0,0.525510204081633,0.0,0.673372751260975,0.0,1.0,0,0,0.0,0,0.0,0,0,1,32,1.76363636363636,1.0,4.14274233444306,0,2,0.509090909090909,0.0,0.568018158247757,0.133333333333333,10.3157894736842,0.915714734494639,1.0,1.34542296900134,0.0,6.0,0.736363636363636,1.0,0.888586955148175,0.0,10.3265250260469,0.469818141688176,0.372677996249965,1.37540634504543,67847.8,67269.6
morningPeak_100_4,morningPeak,204,332,21,24,45,33.3403614457831,33.0,6.61290704821965,28,39,0,39,8.90686274509804,0.0,11.7480140983773,0,18,332,167.664399092971,1.0,0.0,0.0,0.0,0,4,1,1.62745098039216,1.0,0.82748815082389,1.0,2.0,185,24,67.6764705882353,43.0,43.4323142021585,36.0,87.0,3,0,0.627450980392157,0.0,0.82748815082389,0.0,1.0,2,0,0.42156862745098,0.0,0.692201298357014,0.0,1.0,0,0,0.0,0,0.0,0,0,1,40,3.57142857142857,2.0,8.16246594725736,0,1,0.047619047619048,0.0,0.21295885499998,0.230769230769231,11.3333333333333,1.06636521352908,0.533333333333333,2.30580518788773,0.0,6.5,0.666666666666667,0.0,1.38300340299596,0.421325044234743,11.8368539363765,1.15090553311674,0.611010092660779,2.39375604607839,72167.6,71899.0
morningPeak_100_5,morningPeak,128,222,50,30,46,34.9774774774775,33.0,5.22161454932715,30,38,0,46,11.0703125,6.0,13.1732349349863,0,19,222,207.002578853402,1.0,0.0,0.0,0.0,0,4,1,1.734375,2.0,0.744609534840241,1.0,2.0,170,30,74.6015625,76.0,41.7186146708947,34.75,94.0,3,0,0.734375,1.0,0.744609534840241,0.0,1.0,2,0,0.453125,0.0,0.623239708599348,0.0,1.0,0,0,0.0,0,0.0,0,0,1,26,1.7,1.0,3.5,0,2,0.56,1.0,0.571314274283428,0.142857142857143,8.0,0.914064768564769,1.0,1.11312829200156,0.0,5.0,0.76,1.0,0.838093073590279,0.0,7.35696948478108,0.405683371149854,0.361302551180924,1.03074443552653,48942.0,48441.6
morningPeak_150_1,morningPeak,351,600,74,29,43,34.42,34.0,4.57386780161677,29,38,0,40,12.6011396011396,0.0,13.9114168965217,0,24,600,112.285664819945,1.0,0.0,0.0,0.0,0,4,1,1.70940170940171,1.0,0.813628526995027,1.0,2.0,194,29,77.0541310541311,43.0,48.3540471826898,36.0,101.5,3,0,0.709401709401709,0.0,0.813628526995027,0.0,1.0,3,0,0.689458689458689,0.0,0.807992477523791,0.0,1.0,0,0,0.0,0,0.0,0,0,1,67,2.25675675675676,1.0,7.59989475533603,0,3,0.310810810810811,0.0,0.567728419935135,0.166666666666667,19.5,0.8407902179961,0.5,2.2092843210394,0.0,13.0,0.554054054054054,0.0,1.54125161398738,0.0,17.5633773011406,0.646838492150568,0.471404520791032,1.99849250967718,105756.6,105185.0
morningPeak_150_2,morningPeak,196,360,24,18,55,33.4694444444444,32.5,11.5693157255745,23,43,0,55,13.0408163265306,5.5,15.8061718553661,0,25,360,144.427083333333,1.0,0.0,0.0,0.0,0,4,1,1.83673469387755,2.0,0.810566412581041,1.0,2.0,164,18,79.2959183673469,70.0,44.6126661761015,35.0,131.0,3,0,0.836734693877551,1.0,0.810566412581041,0.0,1.0,3,0,0.5,0.0,0.650745255653164,0.0,1.0,0,0,0.0,0,0.0,0,0,1,35,3.54166666666667,2.0,6.60794450306263,0,2,0.125,0.0,0.438985573035531,0.166666666666667,12.25,1.17589892746143,0.629120879120879,2.3408986839355,0.0,8.5,0.833333333333333,0.25,1.71188654868118,0.0,10.538619454179,1.09087092309646,0.70153866327015,1.9915657685356,72137.0,71458.6
morningPeak_150_3,morningPeak,365,600,59,23,43,31.2966666666667,31.0,6.7741165885712,24,38,0,52,12.9123287671233,10.0,15.3077287776557,0,22,600,214.253902662994,1.0,0.0,0.0,0.0,0,5,1,1.64383561643836,2.0,0.73222990277118,1.0,2.0,194,23,68.1315068493151,61.0,38.8791484654775,38.0,89.0,4,0,0.643835616438356,1.0,0.73222990277118,0.0,1.0,3,0,0.50958904109589,0.0,0.684898629347907,0.0,1.0,0,0,0.0,0,0.0,0,0,1,60,2.38983050847458,1.0,7.58458952589772,0,3,0.203389830508475,0.0,0.513534149408241,0.125,19.2105263157895,0.798198620061321,0.428571428571429,2.43379108054639,0.0,12.0,0.466101694915254,0.0,1.57271331656435,0.0,17.1482052072004,0.745684316873687,0.484122918275927,2.16600931771165,110379.0,109913.2
morningPeak_150_4,morningPeak,363,572,21,24,45,33.4772727272727,33.0,6.58254533227793,27,39,0,39,8.57575757575758,0.0,12.1499658953445,0,17,572,167.151927437642,1.0,0.0,0.0,0.0,0,4,1,1.57575757575758,1.0,0.807449248149953,1.0,2.0,177,24,65.3140495867769,42.0,41.6320693282055,35.0,86.0,3,0,0.575757575757576,0.0,0.807449248149953,0.0,1.0,3,0,0.435261707988981,0.0,0.690806711190027,0.0,1.0,0,0,0.0,0,0.0,0,0,1,70,5.57142857142857,2.0,14.4306929133422,0,1,0.047619047619048,0.0,0.21295885499998,0.285714285714286,20.1666666666667,1.70368548740398,0.764705882352941,4.14062380863128,0.0,10.5,1.14285714285714,1.0,2.13331207472401,0.451753951452626,22.6917753088353,1.79008025494948,0.707106781186548,4.67770046904784,99681.2,98851.8
